2019,2018,2017,2016,2015
User: 8.4,User: tbd,User: 8.7,User: tbd,User: tbd
19-Apr-19,21-Sep-18,16-Jun-17,9-Sep-16,11-Sep-15
Everybody's Everything,Tha Carter V,Silver Eye,"Bang, Zoom, Crazy... Hello",The Shakes
70,72,74,74,74
Lil Peep,Lil Wayne,Goldfrapp,Cheap Trick,Herbert
User: 6.6,User: 8.0,User: 7.8,User: 7.3,User: tbd
15-Nov-19,28-Sep-18,31-Mar-17,1-Apr-16,1-Jun-15
Buoys,Dove,Shade,25 25,Beauty Behind the Madness
70,72,74,74,74
Panda Bear,Belly,Living Colour,Factory Floor,The Weeknd
User: 6.1,User: 7.4,User: tbd,User: tbd,User: 8.2
8-Feb-19,4-May-18,8-Sep-17,19-Aug-16,28-Aug-15
Still on My Mind,All That Must Be,Savage (Songs from a Broken World),Endless,A New Place 2 Drown
70,72,74,74,74
Dido,George FitzGerald,Gary Numan,Frank Ocean,Archy Marshall
User: 8.3,User: 7.4,User: 6.8,User: 8.5,User: 7.9
8-Mar-19,9-Mar-18,15-Sep-17,19-Aug-16,11-Dec-15
Fever Dream,This Is Eggland,Visuals,Blood//Sugar//Secs//Traffic,Storyteller
70,72,74,74,74
Of Monsters and Men,The Lovely Eggs,Mew,The Gotobeds,Carrie Underwood
User: 6.8,User: tbd,User: 7.2,User: tbd,User: 6.2
26-Jul-19,23-Feb-18,28-Apr-17,10-Jun-16,23-Oct-15
Inflorescent,Pissing Stars,Doris & the Daggers,Thought Rock Fish Scale,Confident
70,72,74,74,74
Friendly Fires,Efrim Menuck,Spiral Stairs,Nap Eyes,Demi Lovato
User: 7.6,User: tbd,User: tbd,User: 6.8,User: 7.4
16-Aug-19,2-Feb-18,24-Mar-17,5-Feb-16,16-Oct-15
Dream Is U,One for the Ghost,Spirit,Lady Wood,Little Neon Limelight
70,72,74,74,74
Francis Lung,Pete Astor,Depeche Mode,Tove Lo,Houndmouth
User: tbd,User: tbd,User: 7.6,User: 8.8,User: 8.7
2-Aug-19,16-Feb-18,17-Mar-17,28-Oct-16,17-Mar-15
Kind Heaven,Always Ascending,Together At Last,Luneworks,Kathryn Calder
70,72,74,74,74
Perry Farrell,Franz Ferdinand,Jeff Tweedy,Mmoths,Kathryn Calder
User: 6.5,User: 7.7,User: 6.4,User: 7.7,User: tbd
7-Jun-19,9-Feb-18,23-Jun-17,11-Mar-16,14-Apr-15
4REAL 4REAL,V.,It's Alright Between Us as It Is,Big Box of Chocolates,Dillatronic
70,72,74,74,74
YG,Wooden Shjips,Lindstrøm,Hooton Tennis Club,J Dilla
User: 7.2,User: 6.8,User: tbd,User: 7.6,User: tbd
24-May-19,25-May-18,20-Oct-17,21-Oct-16,30-Oct-15
Madame X,Mogic,Change,Afro-Haitian Experimental Orchestra,Hypnophobia
70,72,74,74,74
Madonna,Hen Ogledd,Cindy Wilson,Afro-Haitian Experimental Orchestra,Jacco Gardner
User: 8.8,User: tbd,User: tbd,User: tbd,User: tbd
14-Jun-19,16-Nov-18,1-Dec-17,22-Jul-16,5-May-15
Snaxx,Blood,Life & Livin' It,Keep Me Singing,Darker Than Blue
70,71,74,74,74
Mndsgn,Rhye,Sinkane,Van Morrison,Blue Daisy
User: tbd,User: 7.0,User: 6.8,User: 8.5,User: tbd
14-Jun-19,2-Feb-18,10-Feb-17,30-Sep-16,2-Oct-15
This Is Not a Safe Place,Islands,No One Ever Really Dies,Fever Daydream,When the Night Comes
70,71,74,74,74
Ride,Ash,N.E.R.D,The Black Queen,Breakage
User: 8.1,User: 6.6,User: 7.6,User: 8.1,User: tbd
16-Aug-19,18-May-18,15-Dec-17,12-Feb-16,12-May-15
Something Like a War,Liberation,No Luscious Life,We Disappear,Deeper
70,71,74,74,74
Kindness,Christina Aguilera,Golden Teacher,The Thermals,The Soft Moon
User: 7.4,User: 8.5,User: tbd,User: 7.3,User: 7.9
6-Sep-19,15-Jun-18,3-Nov-17,25-Mar-16,31-Mar-15
Future Hndrxx Presents: The WIZRD,YSIV,Finding Shore,Hard II Love,Strange Trails
70,71,74,74,74
Future,Logic,Tom Rogerson,Usher,Lord Huron
User: 6.1,User: 6.9,User: tbd,User: 7.7,User: 8.5
18-Jan-19,28-Sep-18,8-Dec-17,16-Sep-16,7-Apr-15
Beneath the Eyrie,Wrong Creatures,Losing,Leave Me Alone,Savage Hills Ballroom
70,71,74,74,74
Pixies,Black Rebel Motorcycle Club,Bully,Hinds,Youth Lagoon
User: 7.5,User: 7.3,User: 6.6,User: 7.6,User: 7.2
13-Sep-19,12-Jan-18,20-Oct-17,8-Jan-16,25-Sep-15
Let Love,The Lillywhite Sessions,The Spark,Dusk,Shedding Skin
70,71,74,74,74
Common,Ryley Walker,Enter Shikari,Ultimate Painting,Ghostpoet
User: 7.1,User: tbd,User: 8.0,User: tbd,User: 7.0
30-Aug-19,16-Nov-18,22-Sep-17,30-Sep-16,17-Mar-15
Lahs,The Magic Gang,Future Politics,Summer 08,As If
70,71,74,74,74
Allah-Las,The Magic Gang,Austra,Metronomy,!!! [Chik Chik Chik]
User: 7.8,User: 7.8,User: 7.2,User: 7.5,User: 8.0
11-Oct-19,16-Mar-18,20-Jan-17,1-Jul-16,16-Oct-15
Tutti,Starcrawler,Modern Ruin,GØGGS,Absent Fathers
69,71,74,74,74
Cosey Fanni Tutti,Starcrawler,Frank Carter & the Rattlesnakes,GØGGS,Justin Townes Earle
User: tbd,User: 8.3,User: 7.6,User: tbd,User: 7.1
8-Feb-19,19-Jan-18,20-Jan-17,1-Jul-16,13-Jan-15
CrasH Talk,Dimensional People,Wizard Bloody Wizard,Down in Heaven,Caracal
69,71,74,74,73
ScHoolboy Q,Mouse on Mars,Electric Wizard,Twin Peaks,Disclosure
User: 6.9,User: 7.5,User: tbd,User: 6.9,User: 7.7
26-Apr-19,13-Apr-18,17-Nov-17,13-May-16,25-Sep-15
Easter is Cancelled,Shape the Future,Scum,The Deaner Album,Django and Jimmie
69,71,74,74,73
The Darkness,Nightmares on Wax,Rat Boy,The Dean Ween Group,Willie Nelson
User: 7.6,User: 6.4,User: 7.3,User: tbd,User: tbd
4-Oct-19,26-Jan-18,11-Aug-17,21-Oct-16,2-Jun-15
Our Pathetic Age,"Uncle, Duke & The Chief",Different Days,How to Be a Human Being,III
69,71,74,74,73
DJ Shadow,Born Ruffians,The Charlatans UK,Glass Animals,Föllakzoid
User: 8.3,User: tbd,User: 7.2,User: 8.5,User: tbd
15-Nov-19,16-Feb-18,26-May-17,26-Aug-16,31-Mar-15
Don't You Think You've Had Enough?,Vide Noir,Mellow Waves,Weaves,Cass County
69,71,74,74,73
Bleached,Lord Huron,Cornelius,Weaves,Don Henley
User: 7.8,User: 8.3,User: 7.6,User: tbd,User: 8.3
12-Jul-19,20-Apr-18,21-Jul-17,17-Jun-16,25-Sep-15
Altid Sammen,"How to Solve Our Human Problems, Pts. 1-3",Coco Hames,Hardwired...To Self-Destruct,Stuff Like That There
69,71,74,73,73
Efterklang,Belle and Sebastian,Coco Hames,Metallica,Yo La Tengo
User: 7.2,User: 8.1,User: tbd,User: 7.9,User: 6.7
20-Sep-19,16-Feb-18,31-Mar-17,18-Nov-16,28-Aug-15
Here Comes the Cowboy,Jassbusters,Sick Scenes,Wild World,We Slept At Last
69,71,74,73,73
Mac DeMarco,Connan Mockasin,Los Campesinos!,Bastille,Marika Hackman
User: 6.5,User: 7.3,User: 7.5,User: 8.3,User: 8.4
10-May-19,12-Oct-18,24-Feb-17,9-Sep-16,16-Feb-15
Tallies,Sleepless,Strength of a Woman,Long Way Home,Coma Ecliptic
69,71,74,73,73
Tallies,Immersion,Mary J. Blige,Låpsley,Between the Buried and Me
User: 6.5,User: tbd,User: 8.2,User: 8.3,User: 8.4
11-Jan-19,15-Jun-18,28-Apr-17,4-Mar-16,10-Jul-15
Labyrinth,Electric Light,Sillion,Roosevelt,St. Catherine
69,71,74,73,73
Doon Kanda,James Bay,Johnny Flynn,Roosevelt,Ducktails
User: tbd,User: 7.7,User: 7.5,User: 8.7,User: 8.2
29-Nov-19,18-May-18,24-Mar-17,19-Aug-16,24-Jul-15
Metal Galaxy,Beautiful Thing,We All Want the Same Things,Anti,Miscontinuum Album ( Fiepblatter Catalogue #3)
69,71,73,73,73
Babymetal,Alexis Taylor,Craig Finn,Rihanna,Jan St. Werner
User: 7.7,User: tbd,User: 7.3,User: 7.9,User: tbd
11-Oct-19,20-Apr-18,24-Mar-17,28-Jan-16,27-Jan-15
Cry,Pure Beauty,"Deer Tick, Vol. 1",Funs Cool,St. Germain
69,71,73,73,73
Cigarettes After Sex,Shirt,Deer Tick,The Prettiots,St. Germain
User: 7.8,User: tbd,User: tbd,User: tbd,User: tbd
25-Oct-19,9-Feb-18,15-Sep-17,5-Feb-16,9-Oct-15
Internationally Unknown,Colt,Boo Boo,The Diary,Uptown Special
69,71,73,73,73
Rat Boy,Hilary Woods,Toro y Moi,J Dilla,Mark Ronson
User: 3.6,User: tbd,User: 7.8,User: 8.0,User: 6.4
25-Jan-19,8-Jun-18,7-Jul-17,15-Apr-16,13-Jan-15
Interview Music,Die Lit,OUÏ,Ellipsis,La Di Da Di
69,71,73,73,73
Idlewild,Playboi Carti,Camille,Biffy Clyro,Battles
User: 5.0,User: 8.2,User: tbd,User: 6.7,User: 7.4
5-Apr-19,11-May-18,9-Jun-17,8-Jul-16,18-Sep-15
Wallop,Stay Dangerous,Undying Color,Everything's Beautiful,Nathaniel Rateliff & the Night Sweats
69,71,73,73,73
!!! [Chik Chik Chik],YG,Mind Over Mirrors,Robert Glasper,Nathaniel Rateliff & the Night Sweats
User: 4.3,User: 6.8,User: tbd,User: 7.3,User: 8.3
30-Aug-19,3-Aug-18,17-Feb-17,27-May-16,21-Aug-15
Cause and Effect,so sad so sexy,Memory of a Cut Off Head,Means,Projections
68,71,73,73,73
Keane,Lykke Li,OCS,Fews,Romare
User: 8.6,User: 8.2,User: 8.4,User: tbd,User: 5.0
20-Sep-19,8-Jun-18,17-Nov-17,3-Jun-16,24-Feb-15
Strange Creatures,One People One World,Weather Diaries,The Wink,Welcome Back to Milk
68,71,73,73,73
Drenge,Femi Kuti,Ride,Tim Presley,Du Blonde
User: 6.0,User: tbd,User: 7.4,User: tbd,User: 7.8
22-Feb-19,23-Feb-18,16-Jun-17,16-Sep-16,19-May-15
Courage,Any Day,Belong,Tidal Wave,Tell Me I'm Pretty
68,70,73,73,73
Céline Dion,The Sea and Cake,San Fermin,Taking Back Sunday,Cage the Elephant
User: 8.2,User: 7.0,User: tbd,User: 7.8,User: 8.3
15-Nov-19,11-May-18,7-Apr-17,16-Sep-16,18-Dec-15
Days of the Bagnold Summer OST,Walk Between Worlds,Life. Love. Flesh. Blood,Till the Tomb,Take It Like a Man
68,70,73,73,73
Belle and Sebastian,Simple Minds,Imelda May,Beaty Heart,Jim White
User: 8.5,User: 7.9,User: tbd,User: tbd,User: tbd
13-Sep-19,2-Feb-18,21-Apr-17,29-Jul-16,27-Jan-15
DSVII,Lovelaws,The Chief,Human Ceremony,Songs in the Dark
68,70,73,73,73
M83,TT,Jidenna,Sunflower Bean,The Wainwright Sisters
User: 6.8,User: 7.6,User: 7.5,User: 7.4,User: tbd
20-Sep-19,18-May-18,17-Feb-17,5-Feb-16,13-Nov-15
Seeing Other People,In the Blue Light,Qualia,13,Mythologies
68,70,73,73,73
Foxygen,Paul Simon,Andrew Weatherall,Supersilent,Cheatahs
User: 7.7,User: tbd,User: tbd,User: tbd,User: tbd
26-Apr-19,7-Sep-18,29-Sep-17,30-Sep-16,30-Oct-15
Hotel Last Resort,Icarus Falls,Tears in the Club,One Day All of This Won't Matter Any More,Chromatics
68,70,73,73,73
Violent Femmes,ZAYN,Kingdom,Slow Club,Diagrams
User: 6.0,User: 8.4,User: tbd,User: 7.8,User: tbd
26-Jul-19,14-Dec-18,24-Feb-17,19-Aug-16,19-Jan-15
Para Mi,Felt,Heartworms,Last Evenings on Earth,VII: Sturm und Drang
68,70,73,73,73
Cuco,Suuns,The Shins,Melt Yourself Down,Lamb of God
User: 7.9,User: 7.4,User: 7.6,User: tbd,User: 8.4
26-Jul-19,2-Mar-18,10-Mar-17,29-Apr-16,24-Jul-15
Emerald Valley,Indigo,TFCF,My Wild West,Beach Music
68,70,73,73,73
Filthy Friends,Wild Nothing,Liars,Lissie,(Sandy) Alex G
User: tbd,User: 7.9,User: 6.3,User: 8.2,User: 8.4
3-May-19,31-Aug-18,25-Aug-17,12-Feb-16,9-Oct-15
Varshons 2,Queen,"Gentlewoman, Ruby Man",Love Over Will,English Graffiti
68,70,73,73,73
The Lemonheads,Nicki Minaj,Flo Morrissey,Alex Smoke,The Vaccines
User: 5.5,User: 7.7,User: 6.4,User: tbd,User: 8.0
8-Feb-19,10-Aug-18,13-Jan-17,22-Jan-16,26-May-15
Cotillions,Addendum,Providence,Brute,The Race for Space
68,70,73,73,73
William Patrick Corgan,John Maus,Nathan Fake,Fatima Al Qadiri,Public Service Broadcasting
User: 7.0,User: tbd,User: tbd,User: 7.8,User: 8.1
22-Nov-19,18-May-18,10-Mar-17,18-Mar-16,24-Feb-15
Hello Happiness,Hold On To Your Heart,Invitation,Little Windows,Death Magic
68,70,73,73,73
Chaka Khan,The Xcerts,Filthy Friends,Teddy Thompson/Kelly Jones,HEALTH
User: 5.9,User: tbd,User: tbd,User: tbd,User: 8.1
15-Feb-19,19-Jan-18,25-Aug-17,1-Apr-16,7-Aug-15
Happy Now,Lost Friends,Romaplasm,Good Advice,Return to the Moon
67,70,73,73,73
Gang of Four,Middle Kids,Baths,Basia Bulat,EL VY
User: tbd,User: 8.3,User: 6.8,User: tbd,User: 8.2
19-Apr-19,4-May-18,17-Nov-17,12-Feb-16,30-Oct-15
Aokohio,Pray for the Wicked,Orchestral Variations,Century Plaza,Hexadic II
67,70,73,73,73
Why?,Panic! At the Disco,Minor Victories,Dan Sartain,Six Organs of Admittance
User: 5.0,User: 7.9,User: tbd,User: tbd,User: tbd
9-Aug-19,22-Jun-18,27-Jan-17,19-Feb-16,20-Nov-15
Port of Miami 2,Semicircle,Meaning of Life,As If Apart,Zipper Down
67,70,73,73,73
Rick Ross,The Go! Team,Kelly Clarkson,Chris Cohen,Eagles of Death Metal
User: 6.8,User: 7.0,User: 7.1,User: tbd,User: 7.2
9-Aug-19,19-Jan-18,27-Oct-17,6-May-16,2-Oct-15
Hot Motion,Masana Temples,Wake Up Now,Welcome To Sideways,Damogen Furies
67,69,73,73,73
Temples,Kikagaku Moyo,Nick Mulvey,Simian Mobile Disco,Squarepusher
User: 7.5,User: 7.5,User: tbd,User: 7.5,User: tbd
27-Sep-19,5-Oct-18,8-Sep-17,11-Nov-16,21-Apr-15
Triage,Thank You for Today,Murder of the Universe,The Catastrophist,Born In The Echoes
67,69,73,73,72
Methyl Ethel,Death Cab for Cutie,King Gizzard & the Lizard Wizard,Tortoise,The Chemical Brothers
User: 7.1,User: 7.0,User: 7.6,User: 6.9,User: 6.7
15-Feb-19,17-Aug-18,23-Jun-17,22-Jan-16,17-Jul-15
Nine,Culture II,The Following Mountain,The Triad,Heydays
67,69,73,73,72
Blink-182,Migos,Sam Amidon,Pantha du Prince,Total Babes
User: 6.7,User: 4.5,User: tbd,User: tbd,User: tbd
20-Sep-19,26-Jan-18,26-May-17,20-May-16,19-May-15
Get the Money,The Diet,Electric Trim,Third World Pyramid,The Ruffian's Misfortune
66,69,73,73,72
Taylor Hawkins & the Coattail Riders,Cullen Omori,Lee Ranaldo,The Brian Jonestown Massacre,Ray Wylie Hubbard
User: tbd,User: tbd,User: 7.6,User: 8.0,User: tbd
8-Nov-19,17-Aug-18,15-Sep-17,28-Oct-16,7-Apr-15
Love & Evol,The House,Love Is Love,Moth,Lease Of Life
66,69,72,73,72
Boris,Porches,Woods,Chairlift,Errors
User: tbd,User: 7.1,User: tbd,User: 7.7,User: 7.0
4-Oct-19,19-Jan-18,21-Apr-17,22-Jan-16,23-Mar-15
Girl,Cry Pretty,Iteration,Tired of Tomorrow,Sea of Brass
66,69,72,73,72
Maren Morris,Carrie Underwood,Com Truise,Nothing,British Sea Power
User: 7.1,User: 5.7,User: 8.0,User: 8.8,User: 8.4
8-Mar-19,14-Sep-18,16-Jun-17,13-May-16,30-Oct-15
Losst and Founnd,Warzone,Fantastic Plastic,Curve of the Earth,Thank You for Stickin' with Twig
65,69,72,73,72
Harry Nilsson,Yoko Ono,Flamin Groovies,Mystery Jets,Slim Twig
User: tbd,User: 4.6,User: tbd,User: 7.4,User: tbd
22-Nov-19,19-Oct-18,22-Sep-17,15-Jan-16,7-Aug-15
No Man's Land,I'll Be Your Girl,Dua Lipa,Clinging to a Dream,I Want to Grow Up
65,69,72,73,72
Frank Turner,The Decemberists,Dua Lipa,Silver Apples,Colleen Green
User: tbd,User: 6.2,User: 8.1,User: tbd,User: 8.0
16-Aug-19,16-Mar-18,2-Jun-17,2-Sep-16,24-Feb-15
Peter Doherty & the Puta Madres,Darkness Rains,Burials in Several Earths,Pussy's Dead,What For?
65,69,72,73,72
Peter Doherty & the Puta Madres,Death Valley Girls,Radiophonic Workshop,Autolux,Toro y Moi
User: tbd,User: tbd,User: tbd,User: 7.6,User: 7.2
26-Apr-19,5-Oct-18,19-May-17,1-Apr-16,7-Apr-15
The Modern Age,Sleepwalkers,Flying Microtonal Banana,Night Fiction,Suuns & Jerusalem in My Heart
64,69,72,73,72
Sleeper,Brian Fallon,King Gizzard & the Lizard Wizard,Cian Nugent,Jerusalem in My Heart
User: 6.5,User: 8.1,User: 8.1,User: tbd,User: tbd
22-Mar-19,9-Feb-18,24-Feb-17,29-Jan-16,14-Apr-15
"The Road, Pt. 2: Lost Highway",White Is Relic/Irrealis Mood,Heavy Meta,Black Bubblegum,Chambers
64,69,72,73,72
UNKLE,Of Montreal,Ron Gallo,Eric Copeland,Chilly Gonzales
User: 6.9,User: 7.8,User: tbd,User: tbd,User: tbd
29-Mar-19,9-Mar-18,3-Feb-17,8-Jul-16,24-Mar-15
Sinematic,Year Of The Snitch,Xenoula,Everybody Looking,Adrian Younge Presents: Twelve Reasons to Die II
64,69,72,72,72
Robbie Robertson,Death Grips,Xenoula,Gucci Mane,Ghostface Killah
User: 8.2,User: 8.1,User: tbd,User: 7.7,User: 8.0
20-Sep-19,22-Jun-18,24-Nov-17,22-Jul-16,10-Jul-15
Scatter the Rats,Pinkus Abortion Technician,Concrete and Gold,Ullages,10 Futures
63,69,72,72,72
L7,Melvins,Foo Fighters,Eagulls,Aqualung
User: 5.5,User: 7.4,User: 7.5,User: tbd,User: tbd
3-May-19,20-Apr-18,15-Sep-17,13-May-16,19-Jan-15
Erotic Reruns,Woman Worldwide,Lindsey Buckingham/Christine McVie,Highway Songs,Irreal
63,69,72,72,72
Yeasayer,Justice,Lindsey Buckingham,Papa M,Disappears
User: 6.7,User: 8.1,User: 7.4,User: tbd,User: tbd
7-Jun-19,24-Aug-18,9-Jun-17,11-Nov-16,20-Jan-15
Widow's Weeds,Mark Kozelek,"Occult Architecture, Vol. 1",Hitch,MCIII
63,69,72,72,72
Silversun Pickups,Mark Kozelek,Moon Duo,The Joy Formidable,Mikal Cronin
User: 7.8,User: 8.8,User: 6.8,User: 6.8,User: 7.3
7-Jun-19,11-May-18,3-Feb-17,25-Mar-16,4-May-15
"Wasteland, Baby!",Forever Neverland,Is This the Life We Really Want?,Get Gone,Dark Sky Paradise
63,69,72,72,72
Hozier,MØ,Roger Waters,Seratones,Big Sean
User: 8.1,User: 7.3,User: 7.6,User: tbd,User: 7.2
1-Mar-19,19-Oct-18,2-Jun-17,6-May-16,24-Feb-15
Ripples,Vitriola,Planetarium,Colvin & Earle,American Beauty/American Psycho
62,69,72,72,72
Ian Brown,Cursive,Sufjan Stevens,Colvin & Earle,Fall Out Boy
User: 5.9,User: 8.4,User: 7.9,User: tbd,User: 7.6
1-Feb-19,5-Oct-18,9-Jun-17,10-Jun-16,20-Jan-15
Love + Fear,Caer,Saturday Night,Kidsticks,"Greatest Hits, Vol. 1"
62,69,72,72,72
MARINA,Twin Shadow,Tim Darcy,Beth Orton,Teenage Time Killers
User: 8.1,User: 7.4,User: 7.3,User: 8.3,User: 7.0
26-Apr-19,27-Apr-18,17-Feb-17,27-May-16,31-Jul-15
High Expectations,Between Two Shores,Yours Conditionally,Future Standards,Born Under Saturn
61,68,72,72,72
Mabel,Glen Hansard,Tennis,Howe Gelb,Django Django
User: 7.9,User: 7.3,User: 7.9,User: tbd,User: 7.7
2-Aug-19,19-Jan-18,10-Mar-17,25-Nov-16,4-May-15
Duck,Longwave,Jersey Devil,Building a Beginning,Dying Surfer Meets His Maker
61,68,72,72,72
Kaiser Chiefs,Bonny Doon,Ducktails,Jamie Lidell,All Them Witches
User: 6.3,User: tbd,User: 7.7,User: tbd,User: tbd
26-Jul-19,23-Mar-18,6-Oct-17,14-Oct-16,30-Oct-15
Death Race for Love,Eat the Elephant,Double Roses,We're All Gonna Die,Picture You
61,68,72,72,72
Juice WRLD,A Perfect Circle,Karen Elson,Dawes,The Amazing
User: 5.8,User: 7.3,User: 8.6,User: 5.0,User: tbd
8-Mar-19,20-Apr-18,7-Apr-17,16-Sep-16,17-Feb-15
"Labrinth, Sia & Diplo Present LSD",Arthur Buck,QTY,Luck or Magic,Policy
60,68,72,72,72
LSD,Arthur Buck,QTY,Britta Phillips,Will Butler
User: 7.5,User: tbd,User: tbd,User: tbd,User: 7.1
12-Apr-19,15-Jun-18,8-Dec-17,29-Apr-16,10-Mar-15
Father Of Asahd,Love in the Modern Age,Hopeless Romantic,Take All My Loves: Nine Shakespeare Sonnets,What the World Needs Now
59,68,72,72,72
DJ Khaled,Josh Rouse,Michelle Branch,Rufus Wainwright,Public Image Ltd.
User: 2.8,User: tbd,User: 6.8,User: 6.4,User: tbd
17-May-19,13-Apr-18,7-Apr-17,22-Apr-16,4-Sep-15
In Plain Sight,Dean Wareham vs. Cheval Sombre,Colors,X-Communicate,Ripe
59,68,72,72,72
Honeyblood,Dean Wareham,Beck,Kristin Kontrol,Slug
User: tbd,User: tbd,User: 8.1,User: 7.7,User: tbd
24-May-19,26-Oct-18,13-Oct-17,27-May-16,21-Apr-15
The Lost Tapes II,Pinned,Volcano,New Misery,Cranekiss
58,68,72,72,72
Nas,A Place to Bury Strangers,Temples,Cullen Omori,Tamaryn
User: 8.5,User: 7.4,User: 7.9,User: tbd,User: tbd
19-Jul-19,13-Apr-18,3-Mar-17,18-Mar-16,28-Aug-15
Free Spirit,Moaning,Tribute to 2,White Hot Moon,Science & Magic
58,68,72,72,72
Khalid,Moaning,Jim James,Pity Sex,Lil Bub
User: 6.5,User: 7.2,User: 5.8,User: tbd,User: 8.8
5-Apr-19,2-Mar-18,8-Dec-17,29-Apr-16,4-Dec-15
Weezer (Teal Album),Hundred Acres,The Thrill of It All,Autodrama,Blood
58,68,72,72,72
Weezer,S. Carey,Sam Smith,Puro Instinct,Lianne La Havas
User: 5.3,User: 7.1,User: 6.9,User: tbd,User: 8.4
24-Jan-19,23-Feb-18,3-Nov-17,24-Jun-16,31-Jul-15
Helium,In the Rainbow Rain,Good Nature,Jessica Rabbit,Lovers Know
57,68,72,72,72
Homeshake,Okkervil River,Turnover,Sleigh Bells,The Mynabirds
User: 6.4,User: 7.1,User: 8.3,User: 8.4,User: tbd
15-Feb-19,27-Apr-18,25-Aug-17,11-Nov-16,7-Aug-15
Rise,Critical Equation,Glasshouse,Clear Shot,Barter 6
57,68,72,72,72
Hollywood Vampires,Dr. Dog,Jessie Ware,TOY,Young Thug
User: 4.5,User: 6.3,User: 7.2,User: 8.6,User: 6.2
21-Jun-19,27-Apr-18,20-Oct-17,28-Oct-16,16-Apr-15
No. 6 Collaborations Project,Lightsleeper,God First,United Crushers,Tomorrow Will Be Beautiful
57,68,72,72,71
Ed Sheeran,Neil Finn,Mr. Jukes,Poliça,Flo Morrissey
User: 4.4,User: 6.8,User: tbd,User: 7.4,User: tbd
12-Jul-19,24-Aug-18,21-Jul-17,4-Mar-16,17-Jul-15
California Son,Wham! Bang! Pow! Let's Rock Out!,Paranormal,The Psychedelic Swamp,Foam Island
57,68,72,72,71
Morrissey,Art Brut,Alice Cooper,Dr. Dog,Darkstar
User: 6.4,User: 7.0,User: 7.8,User: 6.8,User: 7.0
24-May-19,23-Nov-18,28-Jul-17,5-Feb-16,2-Oct-15
Why You So Crazy,Language,I Go Missing in My Sleep,Hiperasia,Shake Shook Shaken
56,68,72,72,71
The Dandy Warhols,MNEK,Wilsen,El Guincho,The Dø
User: 6.5,User: 8.1,User: tbd,User: tbd,User: 8.0
25-Jan-19,7-Sep-18,28-Apr-17,12-Feb-16,10-Feb-15
Closer Than Together,A Productive Cough,II,Taste,Fading Love
56,68,72,72,71
The Avett Brothers,Titus Andronicus,Vermont,Islands,George FitzGerald
User: tbd,User: 5.7,User: tbd,User: 8.5,User: 8.3
4-Oct-19,2-Mar-18,10-Feb-17,13-May-16,28-Apr-15
Head Above Water,Virtue,The Autobiography,God Don't Never Change: The Songs of Blind Willie Johnson,Teen Men
55,68,71,72,71
Avril Lavigne,The Voidz,Vic Mensa,Various Artists,Teen Men
User: 8.3,User: 8.2,User: 7.5,User: tbd,User: tbd
15-Feb-19,30-Mar-18,28-Jul-17,26-Feb-16,9-Jun-15
Jesus Is King,Testing,Modern English Decoration,Departed Glories,Kindred
53,67,71,72,71
Kanye West,A$AP Rocky,Ulrika Spacek,Biosphere,Passion Pit
User: 5.2,User: 7.3,User: tbd,User: tbd,User: 7.2
25-Oct-19,25-May-18,2-Jun-17,23-Sep-16,21-Apr-15
Weezer [Black Album],"Our Country: Americana, Act 2",Gone Now,You Got Me Singing,New York Before the War
53,67,71,72,71
Weezer,Ray Davies,Bleachers,Amanda Palmer,Jesse Malin
User: 5.4,User: tbd,User: 8.2,User: tbd,User: tbd
1-Mar-19,29-Jun-18,2-Jun-17,15-Jul-16,31-Mar-15
Harverd Dropout,Out of Touch,Seekers and Finders,Goodbye to Language,Making Time
46,67,71,72,71
Lil Pump,Jaakko Eino Kalevi,Gogol Bordello,Daniel Lanois,Jamie Woon
User: 2.5,User: tbd,User: 7.6,User: tbd,User: 7.1
22-Feb-19,12-Oct-18,25-Aug-17,9-Sep-16,6-Nov-15
LP1,Bell House,CHUCK,Anything but Words,Are You Satisfied?
44,67,71,72,71
Liam Payne,Shy Boys,Chuck Berry,Banks & Steelz,Slaves
User: 7.3,User: tbd,User: 7.2,User: 7.5,User: 8.1
6-Dec-19,3-Aug-18,9-Jun-17,26-Aug-16,2-Jun-15
,Monsters Exist,As You Were,I Still Do,Turkey
,67,71,72,71
,Orbital,Liam Gallagher,Eric Clapton,Mike Krol
,User: 6.7,User: 8.0,User: 7.6,User: tbd
,14-Sep-18,6-Oct-17,20-May-16,28-Aug-15
,Head Over Heels,Heaven Upside Down,Take Control,Mansion Songs
,67,71,72,71
,Chromeo,Marilyn Manson,Slaves,Howlin Rain
,User: 7.7,User: 7.8,User: 7.5,User: tbd
,15-Jun-18,6-Oct-17,30-Sep-16,27-Jan-15
,Full Circle Nightmare,New Shapes of Life,Sport,All Your Favorite Bands
,67,71,72,71
,Kyle Craft,Martin Carr,Powell,Dawes
,User: 7.4,User: tbd,User: 7.5,User: 7.2
,2-Feb-18,27-Oct-17,14-Oct-16,2-Jun-15
,Scorpion,Watercolor,Do Easy,Paper Mâché Dream Balloon
,67,71,72,71
,Drake,Porter Ray,Tasseomancy,King Gizzard & the Lizard Wizard
,User: 3.9,User: tbd,User: tbd,User: 8.8
,29-Jun-18,10-Mar-17,18-Nov-16,13-Nov-15
,Move Through the Dawn,Offering,Look Park,Blade of the Ronin
,67,71,72,71
,The Coral,Cults,Look Park,Cannibal Ox
